iteration: 1, accuracy: 0.4840, timestamp: 2026-03-24 12:55:50
iteration: 2, error: Code validation failed: Validation error: RuntimeError: Given groups=1, weight of size [256, 64, 1, 1], expected input[2, 3, 32, 32] to have 64 channels, but got 3 channels instead, timestamp: 2026-03-24 12:56:25
iteration: 3, accuracy: 0.4750, timestamp: 2026-03-24 12:57:04
iteration: 4, accuracy: 0.4840, timestamp: 2026-03-24 12:57:37
iteration: 5, accuracy: 0.4840, timestamp: 2026-03-24 12:58:11
iteration: 6, accuracy: 0.1000, timestamp: 2026-03-24 12:58:40
iteration: 7, accuracy: 0.4840, timestamp: 2026-03-24 12:59:11
iteration: 8, accuracy: 0.5877, timestamp: 2026-03-24 12:59:47
iteration: 9, accuracy: 0.5840, timestamp: 2026-03-24 13:00:23
iteration: 10, accuracy: 0.5840, timestamp: 2026-03-24 13:00:56
iteration: 11, error: Code validation failed: Validation error: RuntimeError: running_mean should contain 512 elements not 10, timestamp: 2026-03-24 13:01:22
iteration: 12, accuracy: 0.4318, timestamp: 2026-03-24 13:01:54
iteration: 13, accuracy: 0.4318, timestamp: 2026-03-24 13:02:26
iteration: 14, accuracy: 0.5877, timestamp: 2026-03-24 13:03:00
iteration: 15, accuracy: 0.5840, timestamp: 2026-03-24 13:03:34
iteration: 16, error: Code validation failed: Validation error: RuntimeError: running_mean should contain 512 elements not 10, timestamp: 2026-03-24 13:03:58
iteration: 17, error: Code validation failed: Output classes mismatch: expected 10, got 512, timestamp: 2026-03-24 13:04:21
iteration: 18, accuracy: 0.5877, timestamp: 2026-03-24 13:04:53
iteration: 19, error: Code validation failed: Validation error: RuntimeError: running_mean should contain 512 elements not 10, timestamp: 2026-03-24 13:05:22
iteration: 20, accuracy: 0.4682, timestamp: 2026-03-24 13:05:54
iteration: 21, accuracy: 0.5877, timestamp: 2026-03-24 13:06:29
iteration: 22, accuracy: 0.4682, timestamp: 2026-03-24 13:07:01
iteration: 23, accuracy: 0.5461, timestamp: 2026-03-24 13:07:36
iteration: 24, accuracy: 0.5385, timestamp: 2026-03-24 13:08:13
iteration: 25, accuracy: 0.5385, timestamp: 2026-03-24 13:08:54
iteration: 26, accuracy: 0.4774, timestamp: 2026-03-24 13:09:29
iteration: 27, accuracy: 0.5840, timestamp: 2026-03-24 13:10:04
iteration: 28, error: Code validation failed: Validation error: RuntimeError: running_mean should contain 512 elements not 10, timestamp: 2026-03-24 13:10:31
iteration: 29, accuracy: 0.5840, timestamp: 2026-03-24 13:11:06
iteration: 30, accuracy: 0.5742, timestamp: 2026-03-24 13:11:40
iteration: 31, accuracy: 0.5877, timestamp: 2026-03-24 13:12:17
iteration: 32, error: Code validation failed: Validation error: RuntimeError: running_mean should contain 10 elements not 512, timestamp: 2026-03-24 13:12:51
iteration: 33, accuracy: 0.5877, timestamp: 2026-03-24 13:13:26
iteration: 34, accuracy: 0.5840, timestamp: 2026-03-24 13:14:01
iteration: 35, accuracy: 0.5461, timestamp: 2026-03-24 13:14:37
iteration: 36, accuracy: 0.5961, timestamp: 2026-03-24 13:15:12
iteration: 37, accuracy: 0.6093, timestamp: 2026-03-24 13:15:51
iteration: 38, accuracy: 0.6141, timestamp: 2026-03-24 13:16:31
iteration: 39, accuracy: 0.6292, timestamp: 2026-03-24 13:17:07
iteration: 40, accuracy: 0.6292, timestamp: 2026-03-24 13:17:47
iteration: 41, accuracy: 0.6315, timestamp: 2026-03-24 13:18:26
iteration: 42, accuracy: 0.6315, timestamp: 2026-03-24 13:19:07
iteration: 43, accuracy: 0.6345, timestamp: 2026-03-24 13:19:51
iteration: 44, accuracy: 0.6338, timestamp: 2026-03-24 13:20:33
iteration: 45, accuracy: 0.6345, timestamp: 2026-03-24 13:21:17
iteration: 46, accuracy: 0.6298, timestamp: 2026-03-24 13:22:03
iteration: 47, accuracy: 0.6403, timestamp: 2026-03-24 13:22:44
iteration: 48, accuracy: 0.6531, timestamp: 2026-03-24 13:23:31
iteration: 49, accuracy: 0.6531, timestamp: 2026-03-24 13:24:15
iteration: 50, accuracy: 0.3647, timestamp: 2026-03-24 13:25:02
iteration: 51, accuracy: 0.6501, timestamp: 2026-03-24 13:25:45
iteration: 52, accuracy: 0.6501, timestamp: 2026-03-24 13:26:31
iteration: 53, accuracy: 0.6531, timestamp: 2026-03-24 13:27:16
iteration: 54, accuracy: 0.6323, timestamp: 2026-03-24 13:28:03
iteration: 55, accuracy: 0.6501, timestamp: 2026-03-24 13:28:48
iteration: 56, accuracy: 0.6531, timestamp: 2026-03-24 13:29:31
iteration: 57, accuracy: 0.5351, timestamp: 2026-03-24 13:30:15
iteration: 58, accuracy: 0.6531, timestamp: 2026-03-24 13:30:58
iteration: 59, accuracy: 0.6501, timestamp: 2026-03-24 13:31:42
iteration: 60, accuracy: 0.6501, timestamp: 2026-03-24 13:32:28
iteration: 61, accuracy: 0.6501, timestamp: 2026-03-24 13:33:10
iteration: 62, error: Code validation failed: Validation error: RuntimeError: Given groups=1, weight of size [64, 32, 3, 3], expected input[2, 3, 32, 32] to have 32 channels, but got 3 channels instead, timestamp: 2026-03-24 13:33:51
iteration: 63, accuracy: 0.6531, timestamp: 2026-03-24 13:34:36
iteration: 64, accuracy: 0.6531, timestamp: 2026-03-24 13:35:21
iteration: 65, accuracy: 0.6501, timestamp: 2026-03-24 13:36:04
iteration: 66, accuracy: 0.6501, timestamp: 2026-03-24 13:36:47
iteration: 67, error: Code validation failed: Validation error: RuntimeError: Given groups=1, weight of size [32, 32, 1, 1], expected input[2, 3, 32, 32] to have 32 channels, but got 3 channels instead, timestamp: 2026-03-24 13:37:35
iteration: 68, accuracy: 0.6641, timestamp: 2026-03-24 13:38:29
iteration: 69, error: Code validation failed: Validation error: RuntimeError: Sizes of tensors must match except in dimension 1. Expected size 16 but got size 8 for tensor number 1 in the list., timestamp: 2026-03-24 13:39:09
iteration: 70, error: Code validation failed: Validation error: ValueError: expected 2D or 3D input (got 4D input), timestamp: 2026-03-24 13:40:00
iteration: 71, error: Code validation failed: Validation error: ValueError: expected 2D or 3D input (got 4D input), timestamp: 2026-03-24 13:40:51
iteration: 72, error: Code validation failed: Validation error: ValueError: expected 2D or 3D input (got 4D input), timestamp: 2026-03-24 13:41:40
iteration: 73, error: Code validation failed: Validation error: ValueError: expected 2D or 3D input (got 4D input), timestamp: 2026-03-24 13:42:28
iteration: 74, error: Code validation failed: Validation error: ValueError: expected 2D or 3D input (got 4D input), timestamp: 2026-03-24 13:43:14
iteration: 75, error: Code validation failed: Validation error: ValueError: expected 2D or 3D input (got 4D input), timestamp: 2026-03-24 13:44:02
iteration: 76, error: Code validation failed: Validation error: ValueError: expected 2D or 3D input (got 4D input), timestamp: 2026-03-24 13:44:51
iteration: 77, error: Code validation failed: Validation error: ValueError: expected 2D or 3D input (got 4D input), timestamp: 2026-03-24 13:45:44
iteration: 78, error: Code validation failed: Validation error: ValueError: expected 2D or 3D input (got 4D input), timestamp: 2026-03-24 13:46:30
iteration: 79, error: Code validation failed: Validation error: ValueError: expected 2D or 3D input (got 4D input), timestamp: 2026-03-24 13:47:13
iteration: 80, error: Code validation failed: Validation error: ValueError: expected 2D or 3D input (got 4D input), timestamp: 2026-03-24 13:48:00
